Customer Name,Refractory,Lining type,campaign,Heat number (life number),Total Heat Time previous (minutes),Total Heat Time (minutes),Scrap (MT),Sponge (MT),Hot Heel (MT),Alloys (MT),Input (MT),Final C%,Tapping Temperature,Output (MT),Output + Next Hot Heel (MT),Input energy previous (KWH),Input energy (KWH),Previous Voltage,Previous Frequency,Previous Rating of the Furnace,Voltage,Frequency,Rating of the furnace (KW),Melt rate (MT/Hr),Efficiency (MT/KWH),Number of capacitors removed,Refractory lining before heating,Refractory lining after heating,Previous Input,Previous Output,Power,Power previous,Carbon addition (Kg),SiMn addition (Kg),Pig iron addition (MT) ,Scrap (KG),Output (KG),Pig iron (KG),Lumps(%),Pellets(%),Fines(%),Pellets(kg),Lumps(Kg),Fines (Kg)
Drolia,NRM,P5,60,17,165,165,2,8.27,,0.18,11.35,,,9.8,9.8,8274,7570,2500,465,,2500,470,,3.56,0.001294584,,5.59,5.54,11.44,9.75,2752.73,3008.73,30,150,0.9,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,18,165,215,2,8.28,,0.17,11.35,,,9.8,9.8,7570,8601,2500,470,,2500,470,,2.73,0.001139402,,5.54,5.48,11.35,9.8,2400.28,2752.73,30,140,0.9,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,19,215,185,2,8.28,,0.17,11.35,,,9.8,9.8,8601,8444,2500,470,,2500,470,,3.18,0.001160587,,5.48,5.42,11.35,9.8,2738.59,2400.28,20,150,0.9,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,20,185,235,2,8.37,,0.19,11.36,,,9.8,9.8,8444,8678,2500,470,,2500,470,,2.5,0.001129292,,5.42,5.37,11.35,9.8,2215.66,2738.59,50,140,0.8,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,21,235,165,2,8.48,,0.2,11.48,,,9.9,9.9,8678,8268,2500,470,,2500,470,,3.6,0.001197388,,5.37,5.31,11.36,9.8,3006.55,2215.66,50,150,0.8,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,22,165,260,2,8.62,,0.19,11.61,,,10,10,8268,7984,2500,470,,2475,475,,2.31,0.001252505,,5.31,5.25,11.48,9.9,1842.46,3006.55,50,140,0.8,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,23,260,205,2,8.62,,0.19,11.61,,,10,10,7984,8036,2475,475,,2475,475,,2.93,0.0012444,,5.25,5.2,11.61,10,2352,1842.46,50,140,0.8,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,24,205,195,2,8.62,,0.19,11.61,,,10,10,8036,8325,2475,475,,2450,475,,3.08,0.001201201,,5.2,5.14,11.61,10,2561.54,2352,50,140,0.8,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,25,195,255,2,8.59,,0.21,11.6,,,10,10,8325,9210,2450,475,,2450,475,,2.35,0.001085776,,5.14,5.08,11.61,10,2167.06,2561.54,50,160,0.8,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,26,255,215,2,8.9,,0.21,11.91,,,10.25,10.25,9210,8268,2450,475,,2400,480,,2.86,0.001239719,,5.08,5.03,11.6,10,2307.35,2167.06,50,160,0.8,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,27,215,260,2,8.91,,0.2,11.91,,,10.25,10.25,8268,9458,2400,480,,2400,480,,2.37,0.001083739,,5.03,4.97,11.91,10.25,2182.62,2307.35,50,150,0.8,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,28,260,245,2,8.87,,0.23,11.9,,,10.25,10.25,9458,9038,2400,480,,2400,480,,2.51,0.0011341,,4.97,4.91,11.91,10.25,2213.39,2182.62,80,150,0.8,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,29,245,150,2,8.87,,0.23,11.9,,,10.25,10.25,9038,7832,2400,480,,2400,480,,4.1,0.001308733,,4.91,4.86,11.9,10.25,3132.8,2213.39,80,150,0.8,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,30,150,195,2,8.87,,0.23,11.9,,,10.25,10.25,7832,7869,2400,480,,2400,480,,3.15,0.00130258,,4.86,4.8,11.9,10.25,2421.23,3132.8,80,150,0.8,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,31,195,145,2,8.91,,0.2,11.91,,,10.25,10.25,7869,7092,2400,480,,2400,480,,4.24,0.00144529,,4.8,4.74,11.9,10.25,2934.62,2421.23,50,150,0.8,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,32,145,210,2,8.75,,0.23,11.88,,,10.25,10.25,7092,9210,2400,480,,2400,480,,2.93,0.001112921,,4.74,4.69,11.91,10.25,2631.43,2934.62,80,150,0.9,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,33,210,210,2,9.15,,0.25,12.2,,,10.5,10.5,9210,8865,2400,480,,2350,485,,3,0.001184433,,4.69,4.63,11.88,10.25,2532.86,2631.43,100,150,0.8,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,34,210,365,2,9.03,,0.25,12.18,,,10.5,10.5,8865,9710,2350,485,,2350,485,,1.73,0.001081359,,4.63,4.57,12.2,10.5,1596.16,2532.86,100,150,0.9,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,35,365,170,2,9.19,,0.22,12.21,,,10.5,10.5,9710,7992,2350,485,,2350,485,,3.71,0.001313814,,4.57,4.52,12.18,10.5,2820.71,1596.16,70,150,0.8,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,36,170,190,2,9.03,,0.25,12.18,,,10.5,10.5,7992,8951,2350,485,,2350,485,,3.32,0.001173053,,4.52,4.46,12.21,10.5,2826.63,2820.71,100,150,0.9,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,37,190,645,2,9.05,,0.24,12.19,,,10.5,10.5,8951,10322,2350,485,,2350,485,,0.98,0.001017245,,4.46,4.4,12.18,10.5,960.19,2826.63,100,140,0.9,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,38,645,190,2,9.17,,0.24,12.21,,,10.5,10.5,10322,8951,2350,485,,2300,485,,3.32,0.001173053,,4.4,4.35,12.19,10.5,2826.63,960.19,100,140,0.8,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,39,190,195,2,9.16,,0.25,12.2,,,10.5,10.5,8951,8156,2300,485,,2300,485,,3.23,0.001287396,,4.35,4.29,12.21,10.5,2509.54,2826.63,100,145,0.8,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,40,195,190,2,9.23,,0.19,12.22,,,10.5,10.5,8156,8668,2300,485,,2300,485,,3.32,0.001211352,,4.29,4.23,12.2,10.5,2737.26,2509.54,50,140,0.8,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,41,190,215,2,9.46,,0.25,12.51,,,10.75,10.75,8668,9661,2300,485,,2300,490,,3,0.001112721,,4.23,4.18,12.22,10.5,2696.09,2737.26,100,150,0.8,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,42,215,210,2,9.46,,0.25,12.51,,,10.75,10.75,9661,8806,2300,490,,2300,490,,3.07,0.001220759,,4.18,4.12,12.51,10.75,2516,2696.09,100,150,0.8,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,43,210,185,2,9.26,,0.25,12.48,,,10.75,10.75,8806,8038,2300,490,,2300,490,,3.49,0.001337397,,4.12,4.06,12.51,10.75,2606.92,2516,100,145,0.97,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,44,185,185,2,10.24,,0.3,12.64,,,10.75,10.75,8038,8035,2300,490,,2300,490,,3.49,0.001337897,,4.06,4.01,12.48,10.75,2605.95,2606.92,150,145,0.1,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,45,185,190,2,9.73,,0.26,12.81,,,11,11,8035,8553,2300,490,,2250,495,,3.47,0.001286098,,4.01,3.95,12.64,10.75,2700.95,2605.95,100,160,0.82,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,46,190,175,2,9.66,,0.26,12.8,,,11,11,8553,8167,2250,495,,2250,495,,3.77,0.001346884,,3.95,3.89,12.81,11,2800.11,2700.95,100,160,0.88,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,47,175,185,2,9.66,,0.25,12.8,,,11,11,8167,8541,2250,495,,2200,495,,3.57,0.001287905,,3.89,3.84,12.8,11,2770.05,2800.11,100,150,0.89,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,48,185,235,2,9.91,,0.22,13.09,,,11.25,11.25,8541,9825,2200,495,,2175,500,,2.87,0.001145038,,3.84,3.78,12.8,11,2508.51,2770.05,50,165,0.97,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,49,235,170,2,9.94,,0.2,13.1,,,11.25,11.25,9825,8450,2175,500,,2150,500,,3.97,0.001331361,,3.78,3.72,13.09,11.25,2982.35,2508.51,50,145,0.96,,,,60,40,,0.4,0.6,
Drolia,NRM,P5,60,50,170,175,2,9.91,,0.26,13.09,,,11.25,11.25,8450,8068,2150,500,,2150,500,,3.86,0.001394398,,3.72,3.67,13.1,11.25,2766.17,2982.35,100,155,0.93,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,1,0,255,8.6,1.44,,0.15,10.18,,,9.75,9.75,0,8765,0,0,,2500,460,,2.29,0.001112379,,6.5,6.44,0,0,2062.35,0,0,145,0,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,2,255,180,1.5,8.72,,0.24,11.37,,,9.75,9.75,8765,7909,2500,460,,2500,460,,3.25,0.001232773,,6.44,6.39,10.18,9.75,2636.33,2062.35,100,140,0.91,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,3,180,790,1.5,8.81,,0.26,11.38,,,9.75,9.75,7909,14177,2500,460,,2500,460,,0.74,0.000687734,,6.39,6.33,11.37,9.75,1076.73,2636.33,100,160,0.81,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,4,790,195,2,8.6,,0.25,11.35,,,9.75,9.75,14177,8073,2500,460,,2500,460,,3,0.001207729,,6.33,6.27,11.38,9.75,2484,1076.73,100,145,0.5,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,5,195,175,2,8.6,,0.25,11.35,,,9.75,9.75,8073,7433,2500,460,,2500,460,,3.34,0.001311718,,6.27,6.22,11.35,9.75,2548.46,2484,100,150,0.5,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,6,175,170,2,8.59,,0.26,11.35,,,9.75,9.75,7433,7258,2500,460,,2500,460,,3.44,0.001343345,,6.22,6.16,11.35,9.75,2561.65,2548.46,100,160,0.5,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,7,170,205,2,8.59,,0.26,11.35,,,9.75,9.75,7258,8297,2500,460,,2500,460,,2.85,0.001175124,,6.16,6.1,11.35,9.75,2428.39,2561.65,100,160,0.5,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,8,205,185,2,8.88,,0.31,11.39,,,9.75,9.75,8297,8877,2500,460,,2500,460,,3.16,0.001098344,,6.1,6.05,11.35,9.75,2879.03,2428.39,150,160,0.2,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,9,185,200,2,8.96,,0.25,11.41,,,9.75,9.75,8877,8113,2500,460,,2500,460,,2.93,0.001201775,,6.05,5.99,11.39,9.75,2433.9,2879.03,100,150,0.2,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,10,200,175,2,8.48,,0.27,11.33,,,9.75,9.75,8113,7667,2500,460,,2500,460,,3.34,0.001271684,,5.99,5.93,11.41,9.75,2628.69,2433.9,120,150,0.58,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,11,175,160,2,8.44,,0.24,11.32,,,9.75,9.75,7667,7403,2500,460,,2500,460,,3.66,0.001317034,,5.93,5.88,11.33,9.75,2776.13,2628.69,100,140,0.64,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,12,160,185,2,8.39,,0.24,11.31,,,9.75,9.75,7403,8365,2500,460,,2500,460,,3.16,0.001165571,,5.88,5.82,11.32,9.75,2712.97,2776.13,100,140,0.68,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,13,185,180,2,8.54,,0.29,11.34,,,9.75,9.75,8365,7444,2500,460,,2500,460,,3.25,0.00130978,,5.82,5.76,11.31,9.75,2481.33,2712.97,150,135,0.51,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,14,180,150,2,8.54,,0.3,11.34,,,9.75,9.75,7444,6576,2500,460,,2500,460,,3.9,0.001482664,,5.76,5.71,11.34,9.75,2630.4,2481.33,150,145,0.5,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,15,150,165,2,8.49,,0.33,11.33,,,9.75,9.75,6576,7144,2500,460,,2500,460,,3.55,0.001364782,,5.71,5.65,11.34,9.75,2597.82,2630.4,150,180,0.51,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,16,165,175,2,8.67,,0.21,11.41,,,9.8,9.8,7144,8417,2500,460,,2500,465,,3.36,0.00116431,,5.65,5.59,11.33,9.75,2885.83,2597.82,60,150,0.53,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,17,175,180,2,8.91,,0.25,11.65,,,10,10,8417,7970,2500,465,,2500,470,,3.33,0.001254705,,5.59,5.54,11.41,9.8,2656.67,2885.83,100,150,0.49,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,18,180,195,2,9.04,,0.25,11.68,,,10,10,7970,8376,2500,470,,2500,470,,3.08,0.001193887,,5.54,5.48,11.65,10,2577.23,2656.67,100,145,0.39,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,19,195,175,2,8.97,,0.24,11.66,,,10,10,8376,8343,2500,470,,2500,470,,3.43,0.00119861,,5.48,5.42,11.68,10,2860.46,2577.23,100,140,0.45,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,20,175,235,2,8.96,,0.25,11.66,,,10,10,8343,9180,2500,470,,2500,470,,2.55,0.001089325,,5.42,5.37,11.66,10,2343.83,2860.46,100,150,0.45,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,21,235,165,2,8.96,,0.24,11.66,,,10,10,9180,7956,2500,470,,2500,470,,3.64,0.001256913,,5.37,5.31,11.66,10,2893.09,2343.83,100,140,0.46,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,22,165,310,2,8.81,,0.27,11.64,,,10,10,7956,9229,2500,470,,2500,475,,1.94,0.001083541,,5.31,5.25,11.66,10,1786.26,2893.09,100,165,0.56,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,23,310,295,2,8.84,,0.25,11.64,,,10,10,9229,9189,2500,475,,2500,470,,2.03,0.001088258,,5.25,5.2,11.64,10,1868.95,1786.26,100,150,0.55,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,24,295,240,2,8.76,,0.25,11.63,,,10,10,9189,9192,2500,470,,2500,470,,2.5,0.001087903,,5.2,5.14,11.64,10,2298,1868.95,100,150,0.62,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,25,240,215,2,8.74,,0.25,11.63,,,10,10,9192,8972,2500,470,,2500,470,,2.79,0.001114579,,5.14,5.08,11.63,10,2503.81,2298,100,150,0.64,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,26,215,180,2,9.25,,0.29,11.96,,,10.25,10.25,8972,8141,2500,470,,2500,470,,3.42,0.001259059,,5.08,5.03,11.63,10,2713.67,2503.81,150,140,0.42,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,27,180,200,2,9.17,,0.29,11.95,,,10.25,10.25,8141,8521,2500,470,,2450,475,,3.08,0.00120291,,5.03,4.97,11.96,10.25,2556.3,2713.67,150,140,0.49,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,28,200,195,2,9.18,,0.31,11.95,,,10.25,10.25,8521,8399,2450,475,,2400,475,,3.15,0.001220383,,4.97,4.91,11.95,10.25,2584.31,2556.3,150,160,0.46,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,29,195,175,2.5,9.12,,0.32,11.94,,,10.25,10.25,8399,8689,2400,475,,2400,475,,3.51,0.001179652,,4.91,4.86,11.95,10.25,2979.09,2584.31,150,170,0,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,30,175,185,2.5,9.43,,0.32,12.25,,,10.5,10.5,8689,8211,2400,475,,2400,480,,3.41,0.001278772,,4.86,4.8,11.94,10.25,2663.03,2979.09,150,170,0,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,31,185,240,2.5,9.33,,0.3,12.23,,,10.5,10.5,8211,8464,2400,480,,2350,480,,2.63,0.001240548,,4.8,4.74,12.25,10.5,2116,2663.03,150,150,0.1,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,32,240,200,2.5,9.42,,0.33,12.25,,,10.5,10.5,8464,8840,2350,480,,2350,480,,3.15,0.001187783,,4.74,4.69,12.23,10.5,2652,2116,150,175,0,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,33,200,195,2.5,9.49,,0.27,12.26,,,10.5,10.5,8840,8764,2350,480,,2350,480,,3.23,0.001198083,,4.69,4.63,12.25,10.5,2696.62,2652,100,165,0,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,34,195,185,2.5,9.49,,0.27,12.26,,,10.5,10.5,8764,8577,2350,480,,2350,480,,3.41,0.001224204,,4.63,4.57,12.26,10.5,2781.73,2696.62,100,170,0,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,35,185,200,1.5,9.91,,0.26,12.33,,,10.5,10.5,8577,8862,2350,480,,2350,480,,3.15,0.001184834,,4.57,4.52,12.26,10.5,2658.6,2781.73,100,160,0.66,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,36,200,225,1.5,10.31,,0.21,12.65,,,10.75,10.75,8862,9161,2350,480,,2300,485,,2.87,0.001173453,,4.52,4.46,12.33,10.5,2442.93,2658.6,50,160,0.63,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,37,225,185,1.5,10.33,,0.21,12.65,,,10.75,10.75,9161,8294,2300,485,,2300,485,,3.49,0.001296118,,4.46,4.4,12.65,10.75,2689.95,2442.93,50,160,0.61,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,38,185,205,1.5,10.48,,0.2,12.68,,,10.75,10.75,8294,9356,2300,485,,2300,485,,3.15,0.001148995,,4.4,4.35,12.65,10.75,2738.34,2689.95,50,150,0.5,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,39,205,185,1.5,10.28,,0.21,12.64,,,10.75,10.75,9356,8370,2300,485,,2300,485,,3.49,0.001284349,,4.35,4.29,12.68,10.75,2714.59,2738.34,50,160,0.65,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,40,185,190,1.5,10.53,,0.3,12.94,,,11,11,8370,8992,2300,485,,2300,490,,3.47,0.00122331,,4.29,4.23,12.64,10.75,2839.58,2714.59,150,150,0.61,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,41,190,180,1.5,10.49,,0.3,12.93,,,11,11,8992,9317,2300,490,,2300,490,,3.67,0.001180638,,4.23,4.18,12.94,11,3105.67,2839.58,150,150,0.64,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,42,180,155,1.5,10.58,,0.24,12.95,,,11,11,9317,7855,2300,490,,2300,495,,4.26,0.001400382,,4.18,4.12,12.93,11,3040.65,3105.67,100,140,0.63,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,43,155,200,2,10.23,,0.26,12.89,,,11,11,7855,9485,2300,495,,2250,495,,3.3,0.001159726,,4.12,4.06,12.95,11,2845.5,3040.65,100,160,0.4,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,44,200,185,2,10.16,,0.32,12.88,,,11,11,9485,8813,2250,495,,2250,495,,3.57,0.001248156,,4.06,4.01,12.89,11,2858.27,2845.5,150,170,0.4,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,45,185,185,2.5,9.56,,0.32,12.78,,,11,11,8813,8743,2250,495,,2250,495,,3.57,0.001258149,,4.01,3.95,12.88,11,2835.57,2858.27,150,170,0.4,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,46,185,205,2,10.28,,0.22,12.9,,,11,11,8743,8977,2250,495,,2250,495,,3.22,0.001225354,,3.95,3.89,12.78,11,2627.41,2835.57,50,170,0.4,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,47,205,165,2,10.4,,0.27,13.17,,,11.25,11.25,8977,8285,2250,495,,2200,500,,4.09,0.001357876,,3.89,3.84,12.9,11,3012.73,2627.41,100,170,0.5,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,48,165,200,2,10.51,,0.28,13.19,,,11.25,11.25,8285,9094,2200,500,,2200,500,,3.38,0.001237079,,3.84,3.78,13.17,11.25,2728.2,3012.73,100,180,0.4,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,49,200,190,2,10.52,,0.27,13.19,,,11.25,11.25,9094,8767,2200,500,,2200,500,,3.55,0.001283221,,3.78,3.72,13.19,11.25,2768.53,2728.2,100,170,0.4,,,,60,40,,0.4,0.6,
Drolia,NRM,P6,61,50,190,190,2,10.46,,0.32,13.18,,,11.25,11.25,8767,9240,2200,500,,2200,500,,3.55,0.001217532,,3.72,3.67,13.19,11.25,2917.89,2768.53,150,170,0.4,,,,60,40,,0.4,0.6,
MSP,NRM,NL,62,1,0,365,3.5,16.94,0,0,20.44,0,,17,17.32,0,,0,0,,3500,470,,2.85,#DIV/0!,,7.25,7.2,0,0,0,0,0,,,0,17000,,,,,,,
MSP,NRM,NL,62,2,365,180,2,16.87,0,0.32,19.19,0.23,,15.8,16.11,,13322,3500,470,,3300,470,,5.37,0.001209278,,7.2,7.14,20.44,17,4440.67,0,100,220,,0,15800,,,,,,,
MSP,NRM,NL,62,3,180,175,0.7,16.07,0.7,0.31,17.78,0.27,,14.5,14.88,13322,12904,3300,470,,3300,470,,5.1,0.001153131,,7.14,7.09,19.19,15.8,4424.23,4440.67,100,210,,0,14500,,,,,,,
MSP,NRM,NL,62,4,175,170,0,16.41,1.5,0.38,18.28,0.19,,15,15.33,12904,12826,3300,470,,3300,470,,5.41,0.001195228,,7.09,7.03,17.78,14.5,4526.82,4424.23,175,200,,0,15000,,,,,,,
MSP,NRM,NL,62,5,170,160,0,15.87,1.5,0.33,17.7,0.16,,14.5,14.84,12826,11602,3300,470,,3300,470,,5.57,0.00127909,,7.03,6.98,18.28,15,4350.75,4526.82,150,180,,0,14500,,,,,,,
MSP,NRM,NL,62,6,160,165,0,15.84,1,0.34,17.18,0.22,,14,14.33,11602,10616,3300,470,,3300,470,,5.21,0.001349849,,6.98,6.92,17.7,14.5,3860.36,4350.75,150,190,,0,14000,,,,,,,
MSP,NRM,NL,62,7,165,160,0,15.88,2,0.33,18.2,0.19,,15,15.35,10616,11596,3300,470,,3300,470,,5.75,0.001323732,,6.92,6.87,17.18,14,4348.5,3860.36,125,200,,0,15000,,,,,,,
MSP,NRM,NL,62,8,160,145,0,15.22,1.5,0.35,17.06,0.34,,14,14.33,11596,9816,3300,470,,3300,470,,5.93,0.001459861,,6.87,6.81,18.2,15,4061.79,4348.5,125,220,,0,14000,,,,,,,
MSP,NRM,NL,62,9,145,160,0,15.85,1.5,0.33,17.68,0.23,,14.5,14.83,9816,11466,3300,470,,3300,470,,5.56,0.001293389,,6.81,6.76,17.06,14,4299.75,4061.79,125,200,,0,14500,,,,,,,
MSP,NRM,NL,62,10,160,155,0,15.85,1.5,0.33,17.68,0.18,,14.5,14.83,11466,10618,3300,470,,3300,470,,5.74,0.001396685,,6.76,6.7,17.68,14.5,4110.19,4299.75,125,200,,0,14500,,,,,,,
MSP,NRM,NL,62,11,155,150,0,15.85,1.5,0.33,17.68,0.19,,14.5,14.83,10618,11880,3300,470,,3300,470,,5.93,0.001248316,,6.7,6.65,17.68,14.5,4752,4110.19,125,200,,0,14500,,,,,,,
MSP,NRM,NL,62,12,150,145,0,16.49,1.5,0.33,18.31,0.2,,15,15.35,11880,10752,3300,470,,3300,470,,6.35,0.001427641,,6.65,6.59,17.68,14.5,4449.1,4752,125,200,,0,15000,,,,,,,
MSP,NRM,NL,62,13,145,160,0,16.45,1.5,0.35,18.3,0.2,,15,15.34,10752,11870,3300,470,,3300,470,,5.75,0.001292334,,6.59,6.54,18.31,15,4451.25,4449.1,125,220,,0,15000,,,,,,,
MSP,NRM,NL,62,14,160,175,0,16.43,1.5,0.34,18.26,0.18,,15,15.31,11870,12906,3300,470,,3400,470,,5.25,0.00118627,,6.54,6.48,18.3,15,4424.91,4451.25,125,210,,0,15000,,,,,,,
MSP,NRM,NL,62,15,175,200,0,14.75,1.5,0.31,16.56,0.22,,13.57,13.9,12906,13472,3400,470,,3400,470,,4.17,0.00103177,,6.48,6.43,18.26,15,4041.6,4424.91,125,180,,0,13566,,,,,,,
MSP,NRM,NL,62,16,200,135,0,13.99,1.5,0.34,15.82,0.2,,13,13.31,13472,9886,3400,470,,3400,470,,5.91,0.001346348,,6.43,6.37,16.56,13.57,4393.78,4041.6,125,210,,0,13000,,,,,,,
MSP,NRM,NL,62,17,135,155,0,14.66,1.5,0.31,16.47,0.16,,13.5,13.83,9886,10490,3400,470,,3400,470,,5.35,0.001318398,,6.37,6.32,15.82,13,4060.65,4393.78,125,180,,0,13500,,,,,,,
MSP,NRM,NL,62,18,155,170,0,15.02,1.5,0.33,16.85,0.2,,13.8,14.15,10490,12334,3400,470,,3400,470,,4.99,0.001147235,,6.32,6.26,16.47,13.5,4353.18,4060.65,150,180,,0,13800,,,,,,,
MSP,NRM,NL,62,19,170,175,0,15.85,1.5,0.35,17.7,0.25,,14.5,14.85,12334,12146,3400,470,,3400,475,,5.09,0.001222625,,6.26,6.21,16.85,13.8,4164.34,4353.18,150,200,,0,14500,,,,,,,
MSP,NRM,NL,62,20,175,195,0,15.13,1.5,0.35,16.98,0.19,,14,14.26,12146,12828,3400,475,,3400,475,,4.39,0.001111631,,6.21,6.15,17.7,14.5,3947.08,4164.34,150,200,,0,14000,,,,,,,
MSP,NRM,NL,62,21,195,180,0,15.32,1.5,0.26,17.08,0.16,,14,14.33,12828,12684,3400,475,,3400,475,,4.78,0.00112977,,6.15,6.1,16.98,14,4228,3947.08,150,110,,0,14000,,,,,,,
MSP,NRM,NL,62,22,180,160,0,15.26,1.5,0.33,17.09,0.22,,14,14.34,12684,11558,3400,475,,3400,475,,5.38,0.001240699,,6.1,6.04,17.08,14,4334.25,4228,125,200,,0,14000,,,,,,,
MSP,NRM,NL,62,23,160,175,0,15.24,1.5,0.34,17.08,0.22,,14,14.34,11558,12328,3400,475,,3400,475,,4.92,0.001163206,,6.04,5.99,17.09,14,4226.74,4334.25,150,190,,0,14000,,,,,,,
MSP,NRM,NL,62,24,175,165,0,14.66,1.5,0.34,16.5,0.25,,13.53,13.86,12328,11728,3400,475,,3300,475,,5.04,0.001181787,,5.99,5.93,17.08,14,4264.73,4226.74,150,190,,0,13528,,,,,,,
MSP,NRM,NL,62,25,165,165,0,14.65,2,0.33,16.98,0.22,,14,14.34,11728,11844,3300,475,,3300,475,,5.21,0.00121074,,5.93,5.88,16.5,13.53,4306.91,4264.73,150,180,,0,14000,,,,,,,
MSP,NRM,NL,62,26,165,185,0,15.26,1.5,0.34,17.1,0.16,,14,14.35,11844,12192,3300,475,,3300,475,,4.65,0.001177001,,5.88,5.82,16.98,14,3954.16,4306.91,150,190,,0,14000,,,,,,,
MSP,NRM,NL,62,27,185,145,0,15.24,1.5,0.35,17.09,0.18,,14,14.35,12192,10012,3300,475,,3300,475,,5.94,0.00143328,,5.82,5.77,17.1,14,4142.9,3954.16,150,200,,0,14000,,,,,,,
